Id,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,cat_crop
23245,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Potato,7,89,Vegetables
23246,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Sannhamp,8,11,Fertile Plant
23247,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Sugarcane,1,30,Sugarcane
23248,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Sweet potato,15,85,Vegetables
23249,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Tomato,75,0,Vegetables
23250,Madhya Pradesh,MANDSAUR,2002,Whole Year ,Turmeric,192,56,Species
23251,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Arhar/Tur,1157,567,Pulses
23252,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Bajra,88,85,Cereal
23253,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Castor seed,1,0,Oilseeds
23254,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Cotton(lint),163,102,fibres
23255,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Groundnut,1824,1752,Nuts
23256,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Jowar,30799,45398,Cereal
23257,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Maize,47082,110502,Cereal
23258,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Other Kharif pulses,30980,12673,Pulses
23259,Madhya Pradesh,MANDSAUR,2003,Kharif     ,other misc. pulses,308,0.01,Pulses
23260,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Rice,14,8,Cereal
23261,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Sesamum,852,387,Oilseeds
23262,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Soyabean,200630,211665,Beans
23263,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Sunflower,14,4,Oilseeds
23264,Madhya Pradesh,MANDSAUR,2003,Kharif     ,Urad,30220,12386,Pulses
23265,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Barley,121,278,Cereal
23266,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Gram,50317,27171,Beans
23267,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Linseed,1071,717,Oilseeds
23268,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Other  Rabi pulses,623,265,Pulses
23269,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Rapeseed &Mustard,6346,5585,Oilseeds
23270,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Safflower,12,5,Oilseeds
23271,Madhya Pradesh,MANDSAUR,2003,Rabi       ,Wheat,24298,57505,Cereal
23272,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Banana,1,0,Fruits
23273,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Beans & Mutter(Vegetable),25,0,Vegetables
23274,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Bhindi,52,0,Vegetables
23275,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Brinjal,91,0,Vegetables
23276,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Cabbage,17,0,Vegetables
23277,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Cauliflower,46,0,Vegetables
23278,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Citrus Fruit,25,0,Fruits
23279,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Coriander,8309,4485,Species
23280,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Dry chillies,767,616,Species
23281,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Garlic,3042,11849,Species
23282,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Grapes,4,0,Fruits
23283,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Mango,63,0,Fruits
23284,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Onion,294,2694,Vegetables
23285,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Orange,3491,0,Fruits
23286,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Other Citrus Fruit,3,0,Fruits
23287,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Other Fresh Fruits,37,0,Fruits
23288,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Other Vegetables,88,0,Fruits
23289,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Papaya,6,275,Fruits
23290,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Pome Fruit,88,0,Fruits
23291,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Potato,11,165,Vegetables
23292,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Sannhamp,2,6,Fertile Plant
23293,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Sugarcane,5,180,Sugarcane
23294,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Sweet potato,19,132,Vegetables
23295,Madhya Pradesh,MANDSAUR,2003,Whole Year ,Tomato,72,0,Vegetables
23296,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Arhar/Tur,875,448,Pulses
23297,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Bajra,54,42,Cereal
23298,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Castor seed,2,1,Oilseeds
23299,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Cotton(lint),485,415,fibres
23300,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Groundnut,1642,1455,Nuts
23301,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Jowar,14132,11984,Cereal
23302,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Maize,42711,61632,Cereal
23303,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Rice,7,4,Cereal
23304,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Sesamum,1070,531,Oilseeds
23305,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Soyabean,231956,204585,Beans
23306,Madhya Pradesh,MANDSAUR,2004,Kharif     ,Urad,23720,9362,Pulses
23307,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Barley,214,492,Cereal
23308,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Gram,39306,24959,Beans
23309,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Linseed,1814,1351,Oilseeds
23310,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Masoor,1206,611,Pulses
23311,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Rapeseed &Mustard,48087,51576,Oilseeds
23312,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Safflower,15,5,Oilseeds
23313,Madhya Pradesh,MANDSAUR,2004,Rabi       ,Wheat,51001,134417,Cereal
23314,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Coriander,13832,7733,Species
23315,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Garlic,6582,27319,Species
23316,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Onion,572,6005,Vegetables
23317,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Potato,24,422,Vegetables
23318,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Sugarcane,5,210,Sugarcane
23319,Madhya Pradesh,MANDSAUR,2004,Whole Year ,Sweet potato,30,201,Vegetables
23320,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Arhar/Tur,693,297,Pulses
23321,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Bajra,59,38,Cereal
23322,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Cotton(lint),549,359,fibres
23323,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Groundnut,1243,753,Nuts
23324,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Jowar,10266,7012,Cereal
23325,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Maize,40570,48430,Cereal
23326,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Moong(Green Gram),619,185,Fruits
23327,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Rice,6,2,Cereal
23328,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Sesamum,902,287,Oilseeds
23329,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Soyabean,245842,162502,Beans
23330,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Sunflower,3,1,Oilseeds
23331,Madhya Pradesh,MANDSAUR,2005,Kharif     ,Urad,19112,6818,Pulses
23332,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Barley,120,244,Cereal
23333,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Gram,26682,16356,Beans
23334,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Linseed,1082,647,Oilseeds
23335,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Masoor,823,291,Pulses
23336,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Peas & beans (Pulses),89,38,Pulses
23337,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Rapeseed &Mustard,42312,35988,Oilseeds
23338,Madhya Pradesh,MANDSAUR,2005,Rabi       ,Wheat,26039,53474,Cereal
23339,Madhya Pradesh,MANDSAUR,2005,Whole Year ,Onion,333,3289,Vegetables
23340,Madhya Pradesh,MANDSAUR,2005,Whole Year ,Potato,26,276,Vegetables
23341,Madhya Pradesh,MANDSAUR,2005,Whole Year ,Sugarcane,3,80,Sugarcane
23342,Madhya Pradesh,MANDSAUR,2005,Whole Year ,Sweet potato,30,194,Vegetables
23343,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Arhar/Tur,790,378,Pulses
23344,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Bajra,30,30,Cereal
23345,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Cotton(lint),736,605,fibres
23346,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Dry ginger,2,1,Species
23347,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Groundnut,1386,1021,Nuts
23348,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Jowar,8778,4933,Cereal
23349,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Jute,2,5,fibres
23350,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Maize,39048,36786,Cereal
23351,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Moong(Green Gram),673,223,Fruits
23352,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Rice,2,1,Cereal
23353,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Soyabean,250883,210491,Beans
23354,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Sunflower,19,7,Oilseeds
23355,Madhya Pradesh,MANDSAUR,2006,Kharif     ,Urad,15161,5754,Pulses
23356,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Gram,26720,23888,Beans
23357,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Linseed,1947,1675,Oilseeds
23358,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Masoor,1043,520,Pulses
23359,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Peas & beans (Pulses),127,74,Pulses
23360,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Rapeseed &Mustard,57838,63139,Oilseeds
23361,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Safflower,4,2,Oilseeds
23362,Madhya Pradesh,MANDSAUR,2006,Rabi       ,Wheat,70805,195095,Cereal
23363,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Coriander,16647,10229,Species
23364,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Dry chillies,559,615,Species
23365,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Garlic,5405,26022,Species
23366,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Onion,419,4939,Vegetables
23367,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Potato,46,741,Vegetables
23368,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Sesamum,851,256,Oilseeds
23369,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Sugarcane,6,250,Sugarcane
23370,Madhya Pradesh,MANDSAUR,2006,Whole Year ,Sweet potato,30,226,Vegetables
23371,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Arhar/Tur,698,279,Pulses
23372,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Bajra,47,42,Cereal
23373,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Cotton(lint),458,59,fibres
23374,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Groundnut,1306,1073,Nuts
23375,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Jowar,5953,3786,Cereal
23376,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Maize,38153,50448,Cereal
23377,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Soyabean,255922,216254,Beans
23378,Madhya Pradesh,MANDSAUR,2007,Kharif     ,Urad,15358,6179,Pulses
23379,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Barley,236,596,Cereal
23380,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Gram,31206,16539,Beans
23381,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Linseed,1849,1068,Oilseeds
23382,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Masoor,1042,383,Pulses
23383,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Peas & beans (Pulses),147,68,Pulses
23384,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Rapeseed &Mustard,37839,30138,Oilseeds
23385,Madhya Pradesh,MANDSAUR,2007,Rabi       ,Wheat,61062,131182,Cereal
23386,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Coriander,18693,9189,Species
23387,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Garlic,7787,34957,Species
23388,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Onion,594,5884,Vegetables
23389,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Potato,30,394,Vegetables
23390,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Sesamum,503,205,Oilseeds
23391,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Sugarcane,11,320,Sugarcane
23392,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Sunflower,4,2,Oilseeds
23393,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Sweet potato,36,250,Vegetables
23394,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Tobacco,2,1,Commercial
23395,Madhya Pradesh,MANDSAUR,2007,Whole Year ,Turmeric,1,1,Species
23396,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Arhar/Tur,784,432,Pulses
23397,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Bajra,49,52,Cereal
23398,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Cotton(lint),398,69,fibres
23399,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Groundnut,1382,1227,Nuts
23400,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Jowar,5117,3792,Cereal
23401,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Maize,37287,52130,Cereal
23402,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Soyabean,259064,237303,Beans
23403,Madhya Pradesh,MANDSAUR,2008,Kharif     ,Urad,14364,5561,Pulses
23404,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Barley,220,549,Cereal
23405,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Gram,45871,28119,Beans
23406,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Linseed,1228,959,Oilseeds
23407,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Masoor,1318,581,Pulses
23408,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Peas & beans (Pulses),83,43,Pulses
23409,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Rapeseed &Mustard,35976,35800,Oilseeds
23410,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Safflower,2,1,Oilseeds
23411,Madhya Pradesh,MANDSAUR,2008,Rabi       ,Wheat,49986,126641,Cereal
23412,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Coriander,22023,13757,Species
23413,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Garlic,6126,25507,Species
23414,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Onion,414,3673,Vegetables
23415,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Potato,18,214,Vegetables
23416,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Sesamum,580,245,Oilseeds
23417,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Sugarcane,6,180,Sugarcane
23418,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Sweet potato,17,128,Vegetables
23419,Madhya Pradesh,MANDSAUR,2008,Whole Year ,Turmeric,3,3,Species
23420,Madhya Pradesh,MANDSAUR,2009,Kharif     ,Jowar,3957,2738,Cereal
23421,Madhya Pradesh,MANDSAUR,2009,Kharif     ,Moong(Green Gram),687,259,Fruits
23422,Madhya Pradesh,MANDSAUR,2009,Kharif     ,Urad,13059,6443,Pulses
23423,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Arhar/Tur,987,542,Pulses
23424,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Bajra,43,42,Cereal
23425,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Barley,230,545,Cereal
23426,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Coriander,23961,14723,Species
23427,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Cotton(lint),309,39,fibres
23428,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Dry chillies,560,1191,Species
23429,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Garlic,6519,27568,Species
23430,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Gram,47378,34491,Beans
23431,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Groundnut,1222,964,Nuts
23432,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Linseed,1857,1566,Oilseeds
23433,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Maize,36703,43402,Cereal
23434,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Masoor,1660,756,Pulses
23435,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Onion,577,5746,Vegetables
23436,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Peas & beans (Pulses),113,59,Pulses
23437,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Potato,12,131,Vegetables
23438,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Rapeseed &Mustard,36039,36342,Oilseeds
23439,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Sesamum,508,234,Oilseeds
23440,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Soyabean,262564,184057,Beans
23441,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Sugarcane,6,210,Sugarcane
23442,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Sunflower,2,1,Oilseeds
23443,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Sweet potato,25,202,Vegetables
23444,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Tobacco,2,1,Commercial
23445,Madhya Pradesh,MANDSAUR,2009,Whole Year ,Wheat,63723,156950,Cereal
23446,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Arhar/Tur,823,173,Pulses
23447,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Bajra,38,45,Cereal
23448,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Cotton(lint),351,256,fibres
23449,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Groundnut,1227,1562,Nuts
23450,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Jowar,3517,3067,Cereal
23451,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Maize,37232,50743,Cereal
23452,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Moong(Green Gram),676,300,Fruits
23453,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Soyabean,261474,354896,Beans
23454,Madhya Pradesh,MANDSAUR,2010,Kharif     ,Urad,14232,7022,Pulses
23455,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Barley,204,503,Cereal
23456,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Gram,42786,24901,Beans
23457,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Linseed,1259,695,Oilseeds
23458,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Masoor,2664,717,Pulses
23459,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Peas & beans (Pulses),176,55,Pulses
23460,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Rapeseed &Mustard,30359,22608,Oilseeds
23461,Madhya Pradesh,MANDSAUR,2010,Rabi       ,Wheat,57370,122687,Cereal
23462,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Coriander,26837,15940,Species
23463,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Dry chillies,580,1343,Species
23464,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Garlic,6738,24719,Species
23465,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Onion,708,7972,Vegetables
23466,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Potato,22,218,Vegetables
23467,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Sesamum,569,299,Oilseeds
23468,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Sugarcane,5,180,Sugarcane
23469,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Sweet potato,28,171,Vegetables
23470,Madhya Pradesh,MANDSAUR,2010,Whole Year ,Tobacco,9,5,Commercial
23471,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Arhar/Tur,696,290,Pulses
23472,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Bajra,37,37,Cereal
23473,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Barley,281,916,Cereal
23474,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Cotton(lint),549,617,fibres
23475,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Groundnut,1512,1855,Nuts
23476,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Jowar,951,937,Cereal
23477,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Maize,33185,39213,Cereal
23478,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Moong(Green Gram),643,178,Fruits
23479,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Soyabean,270462,374049,Beans
23480,Madhya Pradesh,MANDSAUR,2011,Kharif     ,Urad,13952,4686,Pulses
23481,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Gram,37499,31020,Beans
23482,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Linseed,1487,1468,Oilseeds
23483,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Masoor,2605,823,Pulses
23484,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Peas & beans (Pulses),273,97,Pulses
23485,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Rapeseed &Mustard,32617,39826,Oilseeds
23486,Madhya Pradesh,MANDSAUR,2011,Rabi       ,Wheat,88019,366951,Cereal
23487,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Coriander,27675,14738,Species
23488,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Dry chillies,677,1212,Species
23489,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Garlic,8921,79950,Species
23490,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Onion,965,18508,Vegetables
23491,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Potato,39,566,Vegetables
23492,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Sesamum,522,283,Oilseeds
23493,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Sugarcane,6,160,Sugarcane
23494,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Sweet potato,69,614,Vegetables
23495,Madhya Pradesh,MANDSAUR,2011,Whole Year ,Turmeric,1,1,Species
23496,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Arhar/Tur,685,338,Pulses
23497,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Bajra,38,63,Cereal
23498,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Barley,235,905,Cereal
23499,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Cotton(lint),456,641,fibres
23500,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Groundnut,1356,2291,Nuts
23501,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Jowar,384,432,Cereal
23502,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Maize,29361,75277,Cereal
23503,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Moong(Green Gram),690,421,Fruits
23504,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Sannhamp,5,17,Fertile Plant
23505,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Soyabean,277776,493608,Beans
23506,Madhya Pradesh,MANDSAUR,2012,Kharif     ,Urad,12826,10879,Pulses
23507,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Gram,25809,27578,Beans
23508,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Linseed,2805,2907,Oilseeds
23509,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Masoor,2941,1585,Pulses
23510,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Peas & beans (Pulses),336,209,Pulses
23511,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Rapeseed &Mustard,57282,98926,Oilseeds
23512,Madhya Pradesh,MANDSAUR,2012,Rabi       ,Wheat,86845,358928,Cereal
23513,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Coriander,23337,13768,Species
23514,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Dry chillies,606,1642,Species
23515,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Dry ginger,2,1,Species
23516,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Garlic,9713,63123,Species
23517,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Onion,958,20233,Vegetables
23518,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Potato,25,334,Vegetables
23519,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Sesamum,473,267,Oilseeds
23520,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Sugarcane,3,130,Sugarcane
23521,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Sweet potato,84,791,Vegetables
23522,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Tobacco,3,1,Commercial
23523,Madhya Pradesh,MANDSAUR,2012,Whole Year ,Turmeric,4,3,Species
23524,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Arhar/Tur,589,358,Pulses
23525,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Bajra,26,29,Cereal
23526,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Barley,321,1571,Cereal
23527,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Cotton(lint),403,675,fibres
23528,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Groundnut,1362,1702,Nuts
23529,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Jowar,180,177,Cereal
23530,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Maize,27652,56779,Cereal
23531,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Moong(Green Gram),631,251,Fruits
23532,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Soyabean,286396,316754,Beans
23533,Madhya Pradesh,MANDSAUR,2013,Kharif     ,Urad,10752,5829,Pulses
23534,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Gram,24566,27157,Beans
23535,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Linseed,6012,6575,Oilseeds
23536,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Masoor,4392,3814,Pulses
23537,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Peas & beans (Pulses),342,294,Pulses
23538,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Rapeseed &Mustard,48016,88128,Oilseeds
23539,Madhya Pradesh,MANDSAUR,2013,Rabi       ,Wheat,113950,449180,Cereal
